row_ref,field_key,issue_type,severity,details,original,suggestion,human_decision,notes
ROW:2|KEY:As_you_have_stated_that_neither_you_nor_a_Third_party_have_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,As_you_have_stated_that_neither_you_nor_a_Third_party_have_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"As you have stated that neither you nor a Third party have met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would advise you not to complete the rest of this application without first having discussed this with your Relationship Director.","As you have stated that neither you nor a Third party have met you face to face, it is unlikely that we will be able to open a bank account for your customer. We would advise you not to complete the rest of this application without first having discussed this with your Relationship Director.",,
ROW:2|KEY:GENIntroductionChainLayers,GENIntroductionChainLayers,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please specify the number of layers in the chain of introduction between your relationship with this customer and the 3rd party that has met the customer face to face to undertake Due Diligence certification.,Please specify the number of layers in the chain of introduction between your relationship with this customer and the 3rd party that has met you face to face to undertake Due Diligence certification.,,
ROW:2|KEY:As_you_have_stated_that_there_are_more_than_3_layers_in_the_chain_of_introduction_between_your_relationship_with_this_customer_and_the_3rd_party_that_has_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,As_you_have_stated_that_there_are_more_than_3_layers_in_the_chain_of_introduction_between_your_relationship_with_this_customer_and_the_3rd_party_that_has_met_the_customer_face_to_face_it_is_unlikely_that_we_will_be_able_to_open_a_bank_account_for_your_customer_We_would_advise_you_not_to_complete_the_rest_of_this_application_without_first_having_discussed_this_with_your_Relationship_Director,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"As you have stated that there are more than 3 layers in the chain of introduction between your relationship with this customer and the 3rd party that has met the customer face to face, it is unlikely that we will be able to open a bank account for your customer. We would  advise you not to complete the rest of this application without first having discussed this with your Relationship Director.","As you have stated that there are more than 3 layers in the chain of introduction between your relationship with this customer and the 3rd party that has met you face to face, it is unlikely that we will be able to open a bank account for your customer. We would  advise you not to complete the rest of this application without first having discussed this with your Relationship Director.",,
ROW:2|KEY:Details_of_3rd_partycertifier_that_has_met_the_customer_face_to_face,Details_of_3rd_partycertifier_that_has_met_the_customer_face_to_face,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Details of 3rd party/certifier that has met the customer face to face,Details of 3rd party/certifier that has met you face to face,,
ROW:2|KEY:GENMetInAccordRegulation,GENMetInAccordRegulation,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Was the customer met in accordance with your local regulation?,Was you met in accordance with your local regulation?,,
ROW:2|KEY:Details_of_new_customer_account_the_entity,Details_of_new_customer_account_the_entity,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Details of new customer account (""the entity"")	","Details of new customer account (""your company"")	",,
ROW:2|KEY:GENlistedmarket,GENlistedmarket,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please confirm which market the entity is listed on,Please confirm which market your company is listed on,,
ROW:2|KEY:GENfundarrearslegalinsolvent,GENfundarrearslegalinsolvent,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Please confirm if the customer structure has tax arrears or legal proceeding outstanding or has ever been insolvent, bankrupt or had any court proceedings for debt?","Please confirm if you structure has tax arrears or legal proceeding outstanding or has ever been insolvent, bankrupt or had any court proceedings for debt?",,
ROW:2|KEY:GENSWFinvestorownership,GENSWFinvestorownership,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Percentage ownership (of the customer),Percentage ownership (of you),,
ROW:2|KEY:GENLawSubjectTo,GENLawSubjectTo,Pronoun Usage,Medium,Uses third-person instead of 'you/your',What is the incorporation law that the entity is currently subject to?,What is the incorporation law that your company is currently subject to?,,
ROW:2|KEY:GENincorpUSA,GENincorpUSA,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity/organisation incorporated/organised in the USA?,Is your company/organisation incorporated/organised in the USA?,,
ROW:2|KEY:GENffi,GENffi,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity/organisation a Financial Foreign Institution (FFI)?,Is your company/organisation a Financial Foreign Institution (FFI)?,,
ROW:2|KEY:GENnonffi,GENnonffi,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity/organisation a Non Financial Foreign Entity (NFFE)?,Is your company/organisation a Non Financial Foreign Entity (NFFE)?,,
ROW:2|KEY:GENothernffestatus,GENothernffestatus,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please provide detail of the entity’s applicable status.,Please provide detail of your company’s applicable status.,,
ROW:2|KEY:We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_tax_status_classification,We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_tax_status_classification,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"We are unable to open an account for you at this time, as we don’t have the required information on the entity’s tax status
classification.","We are unable to open an account for you at this time, as we don’t have the required information on your company’s tax status
classification.",,
ROW:2|KEY:GENfiorinvestment,GENfiorinvestment,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity/organisation a Financial Institution (FI) or Investment Entity?,Is your company/organisation a Financial Institution (FI) or Investment Entity?,,
ROW:2|KEY:GENnfe,GENnfe,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity/organisation a Non Financial Entity (NFE)?,Is your company/organisation a Non Financial Entity (NFE)?,,
ROW:2|KEY:We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_FATCACRS_tax_status,We_are_unable_to_open_an_account_for_you_at_this_time_as_we_dont_have_the_required_information_on_the_entitys_FATCACRS_tax_status,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"We are unable to open an account for you at this time, as we don’t have the required information on the entity’s FATCA/CRS tax status.","We are unable to open an account for you at this time, as we don’t have the required information on your company’s FATCA/CRS tax status.",,
ROW:2|KEY:GENfatcacrscompdetails,GENfatcacrscompdetails,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please explain/provide a rationale as to how the entity meets the criteria of the FATCA/CRS status selected above.,Please explain/provide a rationale as to how your company meets the criteria of the FATCA/CRS status selected above.,,
ROW:2|KEY:GENImportFunds,GENImportFunds,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity involved in the Import of Goods / Services? - OBT TO COMPLETE ,Is your company involved in the Import of Goods / Services? - OBT TO COMPLETE ,,
ROW:2|KEY:GENImportCountry,GENImportCountry,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please state the main countries from where the entity Imports from ,Please state the main countries from where your company Imports from ,,
ROW:2|KEY:GENExportFunds,GENExportFunds,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Is the entity involved in the Export of Goods / Services? - OBT TO COMPLETE ,Is your company involved in the Export of Goods / Services? - OBT TO COMPLETE ,,
ROW:2|KEY:GENExportCountry,GENExportCountry,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please state the main countries from where the entity Exports to ,Please state the main countries from where your company Exports to ,,
ROW:2|KEY:GENriskadversedetails,GENriskadversedetails,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please provide details of any other risk factor and/or adverse information you are aware of in relation to the customer or its key principals and beneficial owners.,Please provide details of any other risk factor and/or adverse information you are aware of in relation to you or its key principals and beneficial owners.,,
ROW:2|KEY:GENcustomerarrears,GENcustomerarrears,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please confirm if the entity has tax arrears?,Please confirm if your company has tax arrears?,,
ROW:2|KEY:GENCustomerLegal,GENCustomerLegal,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Please confirm if the entity has legal proceedings outstanding?,Please confirm if your company has legal proceedings outstanding?,,
ROW:2|KEY:GENCustomerInsolvent,GENCustomerInsolvent,Pronoun Usage,Medium,Uses third-person instead of 'you/your',"Please confirm if the entity has ever been insolvent, bankrupt or had any court proceedings for debt?","Please confirm if your company has ever been insolvent, bankrupt or had any court proceedings for debt?",,
ROW:2|KEY:GENAccCashActivityPercentage,GENAccCashActivityPercentage,Pronoun Usage,Medium,Question lacks personal pronouns,Percentage of turnover as cash?,Percentage of turnover as cash?,,
ROW:2|KEY:GENWholesaleDepositReview,GENWholesaleDepositReview,Pronoun Usage,Medium,Uses third-person instead of 'you/your',Are you able to verify the above status from the information provided by the customer?,Are you able to verify the above status from the information provided by you?,,
